school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,schoolsup,famsup,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,failures,paid,absences,G1,G2,G3,alc_use,high_use,probability,prediction
GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,no,no,yes,yes,yes,yes,no,4,2,4,1,3,2,0,yes,3,14,14,14,2,FALSE,0.3056315434801285,FALSE
GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,no,yes,yes,yes,yes,yes,no,5,4,3,1,1,2,0,yes,4,16,15,16,1,FALSE,0.197818319732256,FALSE
GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,2,no,yes,yes,yes,yes,yes,yes,4,3,2,1,4,5,0,yes,6,14,14,14,2.5,TRUE,0.14374778400112753,FALSE
GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1,3,no,yes,no,yes,yes,yes,no,4,2,2,1,2,3,0,yes,0,16,16,16,1.5,FALSE,0.07802937280596736,FALSE
GP,F,17,R,LE3,T,3,1,services,other,reputation,mother,2,4,no,yes,no,yes,yes,no,no,3,1,2,1,1,3,0,yes,3,18,18,18,1,FALSE,0.11228664702420968,FALSE
GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,2,3,no,yes,yes,yes,yes,yes,no,5,4,2,1,1,4,0,yes,4,14,14,14,1,FALSE,0.10810565038537978,FALSE
GP,M,17,U,GT3,T,3,3,health,other,home,mother,1,1,no,yes,no,yes,yes,yes,no,4,4,3,1,3,5,0,yes,2,14,14,13,2,FALSE,0.24042881745270864,FALSE
GP,F,19,U,GT3,T,4,4,health,other,reputation,other,2,2,no,yes,yes,yes,yes,yes,no,2,3,4,2,3,2,0,yes,1,12,11,6,2.5,TRUE,0.5147988273005735,TRUE
GP,F,18,U,LE3,T,4,3,other,other,home,other,2,2,no,yes,no,yes,yes,yes,yes,4,4,5,1,2,2,0,yes,5,12,11,11,1.5,FALSE,0.622101023860896,TRUE
GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1,4,no,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,yes,0,15,15,16,1,FALSE,0.17786894244031076,FALSE
GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,no,yes,no,yes,yes,yes,yes,1,4,2,2,2,1,0,yes,2,17,16,16,2,FALSE,0.34186064044593956,FALSE
GP,F,18,U,LE3,A,4,4,health,other,home,mother,1,2,no,yes,no,yes,yes,yes,yes,4,2,4,1,1,4,0,no,7,13,12,13,1,FALSE,0.3737360817948664,FALSE
GP,M,17,U,LE3,T,4,4,other,teacher,home,father,2,1,no,no,no,yes,yes,yes,no,4,1,1,2,2,5,0,yes,0,12,12,12,2,FALSE,0.03204627742879072,FALSE
GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,2,3,no,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,yes,0,16,14,15,1,FALSE,0.17786894244031076,FALSE
GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1,4,no,yes,yes,no,yes,yes,no,5,2,2,1,2,5,0,yes,0,18,18,18,1.5,FALSE,0.05359147142265162,FALSE
GP,M,20,U,GT3,A,3,2,services,other,course,other,1,1,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,1,no,0,16,16,16,1,FALSE,0.1860226728564778,FALSE
GP,M,19,R,GT3,T,3,3,other,services,reputation,father,1,2,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0,no,0,12,11,12,1.5,FALSE,0.2546037388990661,FALSE
GP,F,18,U,GT3,T,2,1,services,other,course,mother,2,2,no,yes,yes,yes,yes,yes,no,5,3,3,1,2,1,0,yes,1,10,10,8,1.5,FALSE,0.13509878465993572,FALSE
GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,3,no,yes,yes,yes,yes,yes,yes,4,3,4,1,1,5,0,yes,6,12,12,13,1,FALSE,0.4099917454608322,FALSE
GP,F,17,R,GT3,T,3,4,at_home,services,course,father,1,3,no,yes,yes,no,yes,yes,no,4,3,4,2,5,5,0,yes,1,13,13,14,3.5,TRUE,0.3220208818952727,FALSE
GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,1,2,no,yes,no,yes,yes,yes,no,4,4,4,3,3,5,0,yes,1,12,11,12,3,TRUE,0.37374649921359265,FALSE
GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2,no,yes,no,yes,yes,yes,yes,5,2,2,1,2,5,0,yes,18,14,14,15,1.5,FALSE,0.18220455569245675,FALSE
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,no,yes,no,yes,yes,no,yes,4,2,2,1,1,3,0,no,8,12,11,11,1,FALSE,0.1346299766976775,FALSE
GP,F,17,R,LE3,T,2,2,services,services,course,mother,1,3,no,yes,yes,yes,yes,yes,no,3,3,2,2,2,3,0,yes,2,11,11,10,2,FALSE,0.15616434085699535,FALSE
GP,F,17,U,GT3,T,3,1,services,services,course,father,1,3,no,yes,no,no,yes,yes,no,3,4,3,2,3,5,0,no,0,14,16,16,2.5,TRUE,0.28891203853756725,FALSE
GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,2,3,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,0,no,0,15,14,15,2.5,TRUE,0.24434634633166047,FALSE
GP,M,18,U,GT3,T,4,4,other,other,course,mother,1,3,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,0,no,2,11,13,12,2,FALSE,0.2012254881923341,FALSE
GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,1,1,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,0,no,2,16,16,16,4,TRUE,0.5104616306485914,TRUE
GP,M,17,R,GT3,T,2,2,services,other,course,mother,4,1,no,yes,no,yes,yes,yes,no,4,4,5,5,5,4,0,no,5,11,10,10,5,TRUE,0.622101023860896,TRUE
GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,3,no,yes,yes,yes,yes,yes,no,5,4,4,1,3,4,0,yes,4,12,10,11,2,FALSE,0.3340923651163439,FALSE
GP,F,17,U,GT3,T,4,4,teacher,teacher,course,mother,2,3,no,yes,no,no,yes,yes,yes,4,3,3,1,2,4,0,yes,4,14,14,14,1.5,FALSE,0.22680295150368038,FALSE
GP,M,18,U,LE3,T,2,2,other,other,course,mother,1,4,no,yes,yes,yes,yes,yes,no,4,5,5,2,4,5,0,no,1,10,10,10,3,TRUE,0.6040568633657817,TRUE
GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1,3,no,yes,no,yes,yes,yes,yes,4,4,3,1,1,5,0,no,4,14,14,14,1,FALSE,0.26930929667243436,FALSE
GP,F,18,U,GT3,T,3,3,services,services,home,mother,1,2,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,0,no,4,8,6,6,1,FALSE,0.2853541454359812,FALSE
GP,F,18,U,LE3,T,2,2,other,other,home,other,1,2,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0,no,0,9,8,6,1,FALSE,0.17786894244031076,FALSE
GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2,4,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,0,no,3,12,11,7,1,FALSE,0.4099971286462175,FALSE
GP,F,17,U,GT3,T,3,4,services,other,course,mother,1,3,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,0,no,12,14,14,14,2,FALSE,0.7371439071016259,TRUE
GP,F,17,U,GT3,T,3,2,other,other,home,mother,1,2,no,yes,no,yes,yes,yes,yes,4,3,2,2,3,2,0,yes,0,10,10,8,2.5,TRUE,0.09611945890299894,FALSE
GP,F,18,U,LE3,T,3,3,services,services,home,mother,1,4,no,yes,no,yes,yes,yes,no,5,3,3,1,1,1,0,no,6,15,14,16,1,FALSE,0.18601593367144617,FALSE
GP,F,17,R,GT3,A,3,2,other,other,home,mother,1,2,no,yes,no,yes,yes,yes,no,4,3,3,2,3,2,0,yes,2,12,12,13,2.5,TRUE,0.2012254881923341,FALSE
GP,M,18,U,GT3,T,4,4,teacher,services,home,father,1,2,no,yes,yes,yes,yes,yes,no,4,3,3,2,2,2,0,no,0,11,11,6,2,FALSE,0.17786894244031076,FALSE
GP,M,18,U,LE3,T,3,4,services,other,home,mother,1,2,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,0,no,8,16,16,16,2,FALSE,0.2845399961534475,FALSE
GP,F,17,U,GT3,A,2,2,at_home,at_home,home,father,1,2,no,yes,no,yes,yes,yes,yes,3,3,1,1,2,4,0,no,9,10,10,7,1.5,FALSE,0.1341677134331794,FALSE
GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,3,no,yes,no,yes,yes,yes,no,4,3,3,1,2,3,0,no,2,11,11,12,1.5,FALSE,0.2012254881923341,FALSE
GP,F,18,U,GT3,T,3,2,other,services,other,mother,1,3,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,0,no,6,14,14,16,2.5,TRUE,0.22308365469020833,FALSE
GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1,3,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,0,no,6,16,14,16,1.5,FALSE,0.10098197373989982,FALSE
GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,3,no,yes,no,yes,yes,yes,yes,5,4,5,2,3,5,0,yes,0,12,12,12,2.5,TRUE,0.4295024704313624,FALSE
GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,1,3,no,yes,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,yes,0,12,14,14,2,FALSE,0.2137394948365667,FALSE
MS,M,18,R,GT3,T,3,2,other,other,course,mother,2,1,no,yes,no,no,yes,yes,no,2,5,5,5,5,5,0,no,9,10,12,12,5,TRUE,0.8623457728625067,TRUE
MS,M,19,R,GT3,T,1,1,other,services,home,other,3,2,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,2,no,8,9,8,10,3,TRUE,0.4048412882250707,FALSE
MS,M,17,U,GT3,T,3,3,health,other,course,mother,2,2,no,yes,no,yes,yes,yes,no,4,5,4,2,3,3,0,yes,3,10,11,12,2.5,TRUE,0.46613825220372496,FALSE
MS,M,18,U,LE3,T,1,3,at_home,services,course,mother,1,1,no,no,no,yes,no,yes,yes,4,3,3,2,3,3,0,no,4,8,8,8,2.5,TRUE,0.22680295150368038,FALSE
MS,M,19,R,GT3,T,1,1,other,other,home,other,3,1,no,yes,no,yes,yes,yes,no,4,4,4,3,3,5,1,no,4,8,8,9,3,TRUE,0.4285236603846276,FALSE
MS,M,17,R,GT3,T,4,3,services,other,home,mother,2,2,no,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,0,yes,4,12,11,11,2,FALSE,0.65716775783041,TRUE
MS,F,18,U,GT3,T,3,3,services,services,course,father,1,2,no,yes,no,yes,yes,no,yes,5,3,4,1,1,5,0,no,0,10,10,10,1,FALSE,0.22750443029290884,FALSE
MS,F,17,R,GT3,T,4,4,teacher,services,other,father,2,2,no,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,0,yes,3,12,12,12,1.5,FALSE,0.21373575499039782,FALSE
MS,F,17,U,LE3,A,3,2,services,other,reputation,mother,2,2,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,0,no,1,14,13,13,1.5,FALSE,0.3828411574867468,FALSE
MS,M,18,U,LE3,T,1,1,other,services,home,father,2,1,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,0,no,3,12,12,12,1.5,FALSE,0.16645693786066185,FALSE
MS,F,18,U,LE3,T,1,1,at_home,services,course,father,2,3,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,0,no,0,18,16,17,1,FALSE,0.0664241340942762,FALSE
MS,F,18,U,GT3,T,3,3,services,services,other,mother,2,2,no,yes,no,yes,yes,yes,yes,4,3,2,1,3,3,0,no,3,12,12,12,2,FALSE,0.11786501395880804,FALSE
MS,F,17,U,LE3,T,4,4,at_home,at_home,course,mother,1,2,no,yes,yes,yes,yes,yes,yes,2,3,4,1,1,1,0,yes,2,16,14,15,1,FALSE,0.5337766600707845,TRUE
MS,F,17,R,GT3,T,1,2,other,services,course,father,2,2,no,no,no,no,yes,no,no,3,2,2,1,2,3,0,no,0,12,12,12,1.5,FALSE,0.11228886527108804,FALSE
MS,M,18,R,GT3,T,1,3,at_home,other,course,mother,2,2,no,yes,no,yes,yes,no,no,3,3,4,2,4,3,0,yes,2,9,10,10,3,TRUE,0.43375582564109727,FALSE
MS,M,18,U,LE3,T,4,4,teacher,services,other,mother,2,3,no,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0,yes,0,14,14,14,2,FALSE,0.07802937280596736,FALSE
MS,F,17,R,GT3,T,1,1,other,services,reputation,mother,3,1,no,yes,no,yes,yes,yes,yes,5,2,1,1,2,1,1,yes,0,8,7,4,1.5,FALSE,0.027079194342528864,FALSE
MS,F,18,U,GT3,T,2,3,at_home,services,course,father,2,1,no,yes,no,yes,yes,yes,yes,5,2,3,1,2,4,0,yes,0,10,10,10,1.5,FALSE,0.10330483571800037,FALSE
MS,F,18,R,GT3,T,4,4,other,teacher,other,father,3,2,no,yes,no,no,yes,yes,yes,3,2,2,4,2,5,0,yes,5,10,8,6,3,TRUE,0.15616140833222578,FALSE
MS,M,18,R,LE3,T,1,2,at_home,services,other,father,3,1,no,yes,yes,yes,no,yes,yes,4,3,3,2,3,3,0,yes,3,12,11,11,2.5,TRUE,0.21373575499039782,FALSE
MS,F,17,U,GT3,T,2,2,other,at_home,home,mother,1,3,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,0,no,8,12,11,12,1,FALSE,0.4275454092815133,FALSE
MS,F,17,R,GT3,T,1,2,other,other,course,mother,1,1,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,0,no,9,6,6,7,2,FALSE,0.8073768784869033,TRUE
MS,F,18,R,LE3,T,4,4,other,other,reputation,mother,2,3,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,0,no,0,17,18,18,1,FALSE,0.2700963184398702,FALSE
MS,F,18,R,GT3,T,1,1,other,other,home,mother,4,3,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,0,no,3,9,10,11,1.5,FALSE,0.11786501395880804,FALSE
MS,F,18,R,LE3,T,4,4,teacher,services,course,mother,1,2,no,no,yes,yes,yes,yes,no,5,4,3,3,4,2,0,yes,2,10,12,12,3.5,TRUE,0.17477071975641553,FALSE
MS,F,18,U,GT3,T,3,3,other,other,home,mother,1,2,no,no,no,yes,yes,yes,yes,4,1,3,1,2,1,0,yes,0,16,16,16,1.5,FALSE,0.1205218094467087,FALSE
MS,F,17,R,GT3,T,3,1,at_home,other,reputation,mother,1,2,no,yes,yes,no,yes,yes,no,4,5,4,2,3,1,0,yes,14,9,10,10,2.5,TRUE,0.6685084388515605,TRUE
MS,M,18,U,GT3,T,4,4,teacher,teacher,home,father,1,2,no,no,yes,no,yes,yes,no,3,2,4,1,4,2,0,yes,4,16,16,16,2.5,TRUE,0.4151620197236232,FALSE
MS,M,18,R,GT3,T,2,1,other,other,other,mother,2,1,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,0,no,2,7,6,4,2,FALSE,0.24042881745270864,FALSE
MS,M,17,U,GT3,T,2,3,other,services,home,father,2,2,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,0,no,3,12,13,13,1,FALSE,0.25459951557039207,FALSE
MS,M,19,R,GT3,T,1,1,other,services,other,mother,2,1,no,no,no,yes,yes,no,no,4,3,2,1,3,5,1,no,0,6,6,0,2,FALSE,0.09611945890299894,FALSE
MS,M,18,R,GT3,T,4,2,other,other,home,father,2,1,no,no,no,yes,yes,no,no,5,4,3,4,3,3,1,yes,7,6,6,2,3.5,TRUE,0.2365504161880087,FALSE
MS,F,18,R,GT3,T,2,2,at_home,other,other,mother,2,3,no,no,no,yes,yes,no,no,5,3,3,1,3,4,0,yes,1,12,13,12,2,FALSE,0.13509878465993572,FALSE
MS,F,18,R,GT3,T,4,4,teacher,at_home,reputation,mother,3,1,no,yes,yes,yes,yes,yes,yes,4,4,3,2,2,5,0,yes,6,6,7,8,2,FALSE,0.30028743478866415,FALSE
MS,F,19,R,GT3,T,2,3,services,other,course,mother,1,3,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,1,no,2,8,8,5,1.5,FALSE,0.09428189587735529,FALSE
MS,F,18,U,LE3,T,3,1,teacher,services,course,mother,1,2,no,yes,no,yes,yes,yes,no,4,3,4,1,1,1,0,yes,2,11,12,12,1,FALSE,0.3388552055685823,FALSE
MS,F,18,U,GT3,T,1,1,other,other,course,mother,2,2,no,no,yes,yes,yes,no,no,1,1,1,1,1,5,0,no,3,8,8,4,1,FALSE,0.1219455634503057,FALSE
MS,M,17,U,LE3,T,3,1,services,services,course,mother,2,1,no,no,no,no,yes,yes,no,2,4,5,3,4,2,0,no,4,12,13,13,3.5,TRUE,0.7731331802379102,TRUE
MS,M,18,R,LE3,T,3,2,services,other,course,mother,3,1,no,no,no,no,yes,yes,no,4,4,1,3,4,5,0,no,2,10,12,10,3.5,TRUE,0.07103916831687278,FALSE
